Transaction_Amount,Transaction_Type,Account_Age,Transaction_Location,Transaction_Time,Fraudulent,Customer_ID,Loan_Amount,Loan_Purpose
3620.16,Online,25.0,Chicago,6:45,0,CUST18717,80896.88,Personal
1774.44,Online,17.0,Chicago,23:38,0,CUST40097,26144.94,Education
211.19,In-store,20.0,San Francisco,6:5,0,CUST85507,60265.51,Personal
280.51,In-store,26.0,San Francisco,15:3,0,CUST14915,88401.19,Mortgage
2350.47,ATM,22.0,San Francisco,3:8,0,CUST35820,92561.25,Business
2098.88,ATM,22.0,New York,5:14,0,CUST51396,1520.75,Mortgage
2650.94,ATM,23.0,San Francisco,18:17,0,CUST81221,80621.94,Business
1358.54,ATM,23.0,Los Angeles,18:38,0,CUST60805,62875.09,Education
428.11,ATM,16.0,New York,11:55,0,CUST55874,91159.75,Personal
3655.05,In-store,5.0,Chicago,6:14,0,CUST67227,19815.57,Mortgage
1546.59,ATM,10.0,Houston,5:59,0,CUST85765,53219.03,Mortgage
3793.44,ATM,23.0,New York,23:0,0,CUST91410,24263.12,Education
2686.08,ATM,24.0,New York,16:5,0,CUST73961,47926.69,Mortgage
4783.84,Online,6.0,Los Angeles,23:41,0,CUST76855,1384.15,Mortgage
547.22,In-store,13.0,New York,20:3,0,CUST66027,34077.62,Business
2864.03,ATM,15.0,New York,6:53,0,CUST19851,42687.23,Mortgage
699.87,In-store,18.0,Los Angeles,1:59,0,CUST44178,16925.31,Personal
490.12,In-store,13.0,Houston,16:33,0,CUST48259,61702.08,Personal
4990.04,Online,24.0,Los Angeles,16:39,0,CUST45642,6402.56,Business
4102.15,ATM,2.0,San Francisco,0:0,0,CUST51476,80408.98,Mortgage
3024.84,In-store,1.0,Chicago,22:36,0,CUST94701,51378.71,Business
2027.25,ATM,1.0,New York,12:20,0,CUST81332,89909.41,Business
1863.88,In-store,27.0,Houston,1:22,0,CUST31928,12696.58,Personal
1445.71,In-store,12.0,Houston,4:9,0,CUST89321,30797.64,Personal
4549.97,Online,1.0,Chicago,18:26,0,CUST32668,70066.61,Personal
4916.94,In-store,25.0,San Francisco,6:42,0,CUST99160,81369.2,Business
3702.25,Online,23.0,Los Angeles,16:4,0,CUST88154,62110.38,Personal
3409.54,In-store,6.0,Los Angeles,8:11,0,CUST90649,89904.01,Education
1635.2,ATM,2.0,Chicago,9:3,0,CUST90849,78505.72,Personal
746.7,ATM,2.0,Los Angeles,0:32,0,CUST54869,46322.35,Mortgage
2597.83,Online,17.0,Houston,2:57,0,CUST72537,63969.75,Mortgage
1044.91,ATM,24.0,Chicago,14:32,0,CUST69459,23783.95,Personal
3691.97,In-store,15.0,Chicago,19:2,0,CUST69835,15256.42,Personal
3526.82,In-store,25.0,Chicago,20:5,0,CUST67887,74923.68,Mortgage
512.28,In-store,16.0,Chicago,18:37,0,CUST34830,9308.51,Mortgage
839.39,ATM,30.0,Los Angeles,21:1,0,CUST99084,69740.76,Education
105.85,Online,13.0,Chicago,11:51,0,CUST84962,28777.84,Education
3519.56,ATM,7.0,New York,12:13,0,CUST43742,54175.39,Business
1344.31,ATM,28.0,Chicago,11:54,0,CUST96973,62627.8,Personal
3607.47,In-store,23.0,Los Angeles,18:25,0,CUST83212,66111.44,Mortgage
1339.76,In-store,25.0,Los Angeles,17:51,0,CUST95038,29111.36,Education
71.3,In-store,18.0,San Francisco,0:52,0,CUST44203,2547.94,Mortgage
1243.96,In-store,11.0,Houston,17:19,0,CUST55436,78692.1,Education
3747.87,Online,2.0,New York,15:58,0,CUST63924,8778.29,Business
3901.2,In-store,12.0,Houston,20:11,0,CUST30260,53091.83,Business
167.26,Online,20.0,Chicago,22:16,0,CUST81990,16969.29,Mortgage
824.93,Online,3.0,New York,10:24,0,CUST72542,43308.21,Mortgage
3566.6,ATM,21.0,Houston,22:16,0,CUST39132,32514.85,Mortgage
2968.5,ATM,19.0,San Francisco,11:57,0,CUST40432,92071.87,Personal
3621.22,Online,27.0,Houston,9:7,0,CUST68267,28698.04,Personal
2523.13,ATM,1.0,Houston,4:8,0,CUST37525,92476.17,Education
3581.08,ATM,25.0,Houston,21:23,0,CUST62867,59676.51,Personal
1643.1,ATM,27.0,Los Angeles,17:25,0,CUST43107,89722.92,Business
4680.87,Online,11.0,New York,15:32,0,CUST59074,19912.56,Personal
2880.42,In-store,3.0,San Francisco,18:48,0,CUST25251,18887.66,Business
2429.25,ATM,18.0,New York,3:14,0,CUST69674,38446.55,Business
537.19,In-store,26.0,Houston,9:27,0,CUST46909,96360.35,Personal
1749.35,ATM,7.0,Houston,17:5,0,CUST74328,40717.69,Education
2164.63,ATM,13.0,Houston,6:44,0,CUST73864,1934.5,Business
2874.22,Online,10.0,Houston,3:40,0,CUST89069,96937.54,Education
3596.08,In-store,29.0,Los Angeles,5:39,0,CUST71015,65752.77,Business
904.51,ATM,3.0,San Francisco,0:14,0,CUST98666,5848.21,Mortgage
2477.15,ATM,6.0,Los Angeles,6:2,0,CUST57985,69754.19,Mortgage
1619.34,ATM,24.0,New York,12:39,0,CUST60426,14571.32,Personal
477.39,Online,25.0,Chicago,2:12,0,CUST77274,48017.72,Mortgage
4890.03,In-store,16.0,Los Angeles,18:33,0,CUST33040,91015.68,Personal
2025.15,In-store,1.0,Chicago,21:56,0,CUST29073,91192.25,Business
875.84,In-store,30.0,New York,11:5,0,CUST91832,85927.11,Mortgage
2658.69,In-store,29.0,Houston,23:20,0,CUST65380,72565.57,Personal
2527.0,In-store,26.0,New York,5:49,0,CUST38117,64320.79,Personal
582.62,In-store,4.0,Chicago,3:2,0,CUST83934,63290.15,Mortgage
3529.2,ATM,10.0,San Francisco,10:55,0,CUST99221,87067.35,Mortgage
3984.88,In-store,20.0,Chicago,5:9,0,CUST77711,33671.98,Business
3055.73,In-store,14.0,Los Angeles,10:25,0,CUST41735,69097.84,Personal
297.01,Online,1.0,Chicago,14:31,0,CUST14557,23773.42,Education
236.59,Online,8.0,New York,23:35,0,CUST46475,23754.4,Education
2078.73,Online,18.0,Los Angeles,18:25,0,CUST22301,68295.07,Personal
4816.96,ATM,23.0,Houston,21:53,0,CUST30154,69459.24,Education
1459.5,Online,23.0,San Francisco,23:12,0,CUST18461,15567.14,Mortgage
4892.02,In-store,30.0,Los Angeles,17:54,0,CUST12408,63093.46,Business
2155.3,In-store,21.0,Houston,10:57,0,CUST19047,41746.3,Mortgage
228.6,In-store,26.0,San Francisco,23:36,0,CUST93574,69722.44,Personal
3924.12,Online,27.0,Chicago,2:5,0,CUST16217,41106.39,Personal
1776.33,In-store,7.0,Houston,22:46,0,CUST35754,36006.18,Education
1765.61,In-store,2.0,New York,2:56,0,CUST42757,42924.98,Education
3379.96,In-store,6.0,Chicago,17:13,0,CUST63532,43563.25,Business
1556.95,In-store,10.0,New York,5:12,0,CUST83009,62710.24,Education
3943.01,Online,14.0,Houston,10:18,0,CUST45630,12925.97,Business
3269.91,In-store,15.0,Los Angeles,12:20,0,CUST40428,35194.65,Personal
3403.61,ATM,25.0,San Francisco,10:40,0,CUST10661,18374.06,Mortgage
1482.96,Online,29.0,Chicago,9:30,0,CUST36496,1738.59,Business
2909.9,Online,11.0,Houston,13:42,0,CUST14788,80588.06,Mortgage
1706.14,In-store,16.0,Chicago,5:42,0,CUST62247,50113.88,Mortgage
2011.12,Online,25.0,Chicago,22:0,0,CUST40735,69182.42,Business
4754.19,Online,12.0,San Francisco,9:18,0,CUST90599,92406.84,Mortgage
939.28,ATM,30.0,Chicago,16:10,0,CUST35747,44834.81,Business
2762.26,Online,10.0,Los Angeles,8:46,0,CUST55506,24870.05,Business
3401.98,Online,11.0,Los Angeles,19:37,0,CUST52019,53926.87,Education
4825.45,In-store,26.0,San Francisco,20:10,0,CUST29359,56278.39,Mortgage
2966.36,Online,3.0,Houston,21:58,0,CUST32340,33424.51,Mortgage
899.52,In-store,5.0,Chicago,17:55,0,CUST14324,35310.57,Personal
3762.91,In-store,28.0,Los Angeles,11:12,0,CUST85824,21538.47,Personal
2769.88,In-store,19.0,San Francisco,12:44,0,CUST22450,31563.51,Mortgage
2813.0,In-store,6.0,New York,22:17,0,CUST27132,64795.28,Personal
4258.82,ATM,3.0,San Francisco,22:10,0,CUST79565,63482.72,Mortgage
4963.95,In-store,19.0,Chicago,4:57,0,CUST56841,98229.31,Education
2416.34,Online,11.0,Houston,12:40,0,CUST23660,92558.62,Mortgage
124.61,Online,24.0,Los Angeles,19:24,0,CUST66431,28538.78,Personal
2129.9,Online,16.0,New York,8:40,0,CUST85464,59483.08,Personal
4145.57,In-store,7.0,San Francisco,8:7,0,CUST73736,17060.85,Personal
4034.8,Online,11.0,New York,14:41,0,CUST14239,77342.45,Business
2246.22,Online,14.0,Chicago,18:4,0,CUST41446,81359.12,Personal
3110.34,Online,28.0,Houston,19:14,0,CUST88338,43537.9,Personal
4791.62,ATM,19.0,Los Angeles,15:47,0,CUST13123,83180.48,Education
4642.4,ATM,4.0,Houston,12:24,1,CUST70482,11435.05,Education
4157.48,Online,14.0,Los Angeles,17:1,0,CUST88220,25353.97,Business
734.41,In-store,20.0,Los Angeles,23:36,0,CUST24787,74924.85,Mortgage
1855.07,In-store,30.0,Houston,1:4,0,CUST78950,71133.63,Mortgage
3049.56,In-store,11.0,Houston,6:51,0,CUST91006,95267.96,Personal
1372.96,Online,8.0,Houston,20:19,0,CUST61001,77173.77,Personal
2353.43,Online,12.0,Los Angeles,18:59,0,CUST92013,14710.05,Education
3840.03,ATM,14.0,San Francisco,2:21,0,CUST35885,2937.96,Education
4624.01,In-store,17.0,New York,6:12,0,CUST14565,19651.09,Personal
3348.54,ATM,19.0,Houston,7:23,0,CUST42922,38952.2,Business
746.12,In-store,21.0,Los Angeles,4:27,0,CUST40400,6189.72,Personal
2584.06,In-store,15.0,Los Angeles,15:43,0,CUST92648,40011.33,Business
1773.18,In-store,6.0,New York,0:59,0,CUST46850,49043.49,Business
4621.93,Online,4.0,San Francisco,14:25,0,CUST75790,23340.38,Education
144.04,In-store,12.0,Chicago,20:50,0,CUST75374,90095.89,Personal
2167.63,Online,30.0,San Francisco,7:36,0,CUST52914,45133.19,Education
1060.69,Online,21.0,San Francisco,0:29,0,CUST67570,42207.76,Business
3376.12,ATM,13.0,New York,5:28,0,CUST15744,73841.75,Mortgage
1562.82,Online,2.0,Houston,2:34,0,CUST84043,22590.45,Personal
1921.69,In-store,16.0,Houston,17:12,0,CUST22824,64520.58,Business
4618.63,ATM,12.0,Los Angeles,8:54,0,CUST14086,89489.33,Business
2000.3,Online,22.0,Chicago,18:22,0,CUST31846,37547.69,Mortgage
2406.69,ATM,6.0,San Francisco,23:38,0,CUST53200,10434.13,Education
2018.55,ATM,2.0,San Francisco,15:40,0,CUST15969,35902.03,Mortgage
4965.85,Online,25.0,Houston,7:59,0,CUST72041,43732.56,Mortgage
3338.39,ATM,27.0,New York,15:2,0,CUST61893,36708.11,Mortgage
1071.65,ATM,5.0,San Francisco,10:47,0,CUST86469,57026.53,Personal
1940.79,ATM,1.0,San Francisco,8:48,0,CUST61719,83952.77,Personal
4551.31,In-store,8.0,Chicago,0:32,0,CUST85932,18204.11,Personal
3277.05,ATM,30.0,San Francisco,14:38,0,CUST89567,9462.99,Mortgage
4251.16,In-store,13.0,New York,14:27,0,CUST25915,92327.19,Education
3055.03,In-store,9.0,Los Angeles,14:48,0,CUST23410,69939.55,Education
105.31,ATM,15.0,San Francisco,0:54,0,CUST21784,40247.88,Education
2266.07,ATM,5.0,Los Angeles,15:29,0,CUST12187,71301.79,Business
2965.11,In-store,22.0,San Francisco,8:2,0,CUST39671,78315.02,Mortgage
3952.72,In-store,29.0,Houston,19:3,0,CUST39341,12722.91,Personal
1966.55,ATM,19.0,San Francisco,20:51,0,CUST42719,38365.3,Education
2674.22,Online,14.0,Houston,19:53,0,CUST39279,38364.29,Personal
2216.64,ATM,11.0,San Francisco,0:16,0,CUST56847,74740.95,Education
4515.74,Online,27.0,Houston,17:32,0,CUST79713,62869.42,Education
2009.95,ATM,14.0,San Francisco,4:58,0,CUST17394,18862.21,Education
3676.7,In-store,15.0,Chicago,1:19,0,CUST17405,88172.4,Education
4166.96,ATM,20.0,Chicago,7:27,0,CUST54971,70016.19,Mortgage
3197.75,In-store,23.0,San Francisco,4:58,0,CUST31039,84617.71,Education
772.41,ATM,22.0,Houston,1:0,0,CUST75208,13942.72,Personal
1663.52,In-store,3.0,Los Angeles,22:14,0,CUST24665,65985.61,Business
2810.55,Online,17.0,New York,12:29,0,CUST75184,88079.56,Personal
1319.27,In-store,9.0,Los Angeles,8:5,0,CUST22901,63295.07,Mortgage
1162.93,Online,21.0,San Francisco,2:3,0,CUST74179,8854.94,Mortgage
1302.32,Online,29.0,New York,13:20,0,CUST89380,62564.52,Education
3674.05,Online,3.0,Los Angeles,12:6,0,CUST88070,25337.47,Education
576.86,In-store,20.0,Houston,18:27,0,CUST78777,47007.22,Mortgage
4367.29,In-store,3.0,San Francisco,11:0,0,CUST46905,14182.9,Business
1550.66,Online,11.0,New York,2:48,0,CUST50607,88335.22,Personal
1913.85,Online,18.0,Los Angeles,14:4,0,CUST29550,87550.93,Personal
4600.22,Online,19.0,New York,8:19,0,CUST76043,20288.54,Mortgage
1797.8,Online,8.0,Chicago,11:10,0,CUST23120,16579.14,Mortgage
2985.64,Online,13.0,Houston,2:26,0,CUST85572,4392.84,Business
1701.66,ATM,15.0,New York,20:37,0,CUST48390,33199.34,Personal
4263.19,Online,5.0,Chicago,10:49,0,CUST98456,85159.01,Education
596.88,Online,13.0,Houston,17:3,0,CUST73949,29100.18,Personal
572.27,Online,14.0,New York,4:21,0,CUST16625,30021.65,Personal
2787.88,In-store,2.0,San Francisco,5:32,0,CUST94264,97769.31,Personal
4972.11,ATM,18.0,San Francisco,0:40,0,CUST71515,60447.52,Education
3810.04,In-store,11.0,San Francisco,3:20,0,CUST64328,31315.09,Personal
624.21,In-store,4.0,Chicago,11:58,0,CUST64583,34024.61,Mortgage
554.64,In-store,19.0,Chicago,11:42,0,CUST32121,24450.21,Personal
3694.54,Online,19.0,Los Angeles,17:4,0,CUST18297,84141.54,Education
3531.98,In-store,28.0,Los Angeles,4:35,0,CUST23838,33880.57,Mortgage
4957.27,Online,9.0,Houston,9:55,0,CUST28822,9608.99,Business
3023.83,Online,18.0,Houston,19:16,0,CUST21567,37953.24,Mortgage
4107.03,Online,9.0,Houston,19:6,0,CUST55786,77968.28,Education
1843.89,Online,10.0,Houston,12:38,0,CUST32284,86864.19,Business
3426.22,In-store,3.0,Los Angeles,10:23,0,CUST64343,30387.46,Business
214.91,ATM,5.0,Los Angeles,4:35,0,CUST60032,59182.43,Business
643.18,In-store,24.0,San Francisco,11:2,0,CUST61598,23649.28,Personal
4726.1,In-store,1.0,New York,17:24,0,CUST68637,59826.8,Education
3809.9,In-store,3.0,New York,8:29,0,CUST59199,52679.02,Education
3898.45,ATM,23.0,Houston,9:4,0,CUST53176,55055.31,Business
4998.95,Online,23.0,San Francisco,7:14,0,CUST90858,67973.37,Business
106.64,Online,8.0,Chicago,7:46,0,CUST84146,8706.86,Education
733.86,Online,17.0,Houston,23:42,0,CUST65603,57260.49,Mortgage
2733.02,ATM,5.0,Chicago,4:9,0,CUST90029,21648.84,Business
3135.2,Online,9.0,San Francisco,23:3,0,CUST40214,50127.65,Mortgage
2162.77,In-store,20.0,Chicago,9:54,0,CUST60946,30093.34,Education
1053.98,Online,29.0,New York,23:24,0,CUST58695,83610.51,Personal
329.88,ATM,28.0,Chicago,10:40,0,CUST89258,12233.14,Mortgage
4294.6,ATM,22.0,Chicago,16:27,0,CUST68627,73802.68,Business
1687.17,ATM,3.0,Los Angeles,19:6,0,CUST46116,81762.7,Education
2799.38,Online,19.0,San Francisco,19:54,0,CUST44065,60106.9,Business
1073.84,ATM,1.0,San Francisco,12:31,0,CUST33376,71268.41,Personal
2535.09,Online,8.0,San Francisco,6:32,1,CUST51463,86358.42,Personal
2286.71,ATM,30.0,Los Angeles,23:52,0,CUST50697,46229.76,Mortgage
1146.08,Online,21.0,New York,15:54,0,CUST17548,70636.86,Mortgage
1198.87,In-store,9.0,Houston,9:22,0,CUST24168,38340.98,Mortgage
1155.8,Online,14.0,San Francisco,5:10,0,CUST89055,30090.52,Mortgage
2331.68,Online,3.0,New York,21:13,0,CUST25113,37945.49,Education
3912.91,Online,2.0,Chicago,5:44,0,CUST14795,71780.15,Mortgage
2729.0,Online,30.0,New York,11:17,0,CUST39204,42058.55,Personal
1013.82,In-store,28.0,New York,23:6,0,CUST90333,22817.55,Personal
3414.79,ATM,26.0,Chicago,16:24,0,CUST18704,82639.42,Business
3096.08,ATM,16.0,Houston,18:3,0,CUST81336,17528.31,Personal
2879.72,ATM,20.0,Chicago,14:37,0,CUST29004,46378.69,Personal
1030.59,Online,16.0,Los Angeles,3:35,0,CUST87084,68439.06,Business
2959.45,In-store,18.0,Houston,5:43,0,CUST82604,7534.39,Personal
2868.19,ATM,8.0,San Francisco,15:38,0,CUST88966,87582.08,Business
3833.16,In-store,23.0,Houston,22:58,0,CUST25615,11640.19,Business
250.36,ATM,18.0,Houston,9:13,0,CUST73519,84208.02,Personal
565.21,ATM,26.0,Houston,3:14,0,CUST81029,90499.61,Business
2811.88,In-store,14.0,Houston,22:20,0,CUST19655,83112.42,Mortgage
382.64,In-store,13.0,Los Angeles,18:28,0,CUST36696,73530.07,Business
2519.84,In-store,17.0,New York,19:20,0,CUST59340,47092.84,Business
4290.92,In-store,21.0,Chicago,12:27,0,CUST22857,69553.06,Personal
2897.88,Online,11.0,Chicago,2:13,0,CUST51858,94760.4,Education
3568.2,Online,17.0,Chicago,11:0,0,CUST88873,94213.49,Business
4332.39,Online,27.0,Chicago,7:6,0,CUST30868,34383.55,Personal
2242.8,ATM,3.0,New York,22:26,0,CUST26233,25245.96,Education
1282.71,In-store,12.0,Chicago,2:12,0,CUST59361,28292.49,Mortgage
261.2,Online,2.0,Chicago,22:17,0,CUST45613,38684.12,Personal
1443.78,ATM,18.0,San Francisco,23:54,0,CUST45860,44407.56,Personal
1543.94,ATM,13.0,Chicago,11:5,0,CUST52449,75860.14,Education
1962.99,In-store,25.0,Los Angeles,23:34,0,CUST69573,41833.84,Business
680.06,Online,26.0,San Francisco,7:51,0,CUST94996,53956.52,Personal
3262.76,ATM,7.0,San Francisco,17:48,0,CUST96104,75906.69,Education
4391.81,Online,4.0,Los Angeles,15:44,0,CUST48361,22272.13,Business
2893.22,Online,1.0,Houston,16:22,0,CUST66933,76548.61,Personal
3364.97,Online,12.0,Houston,20:53,0,CUST18593,54539.14,Business
300.41,In-store,24.0,San Francisco,12:50,0,CUST80964,54272.19,Business
2856.92,Online,8.0,Houston,15:44,0,CUST74611,19696.88,Education
1429.85,Online,11.0,Chicago,0:24,0,CUST93282,50504.89,Business
474.7,Online,27.0,New York,10:39,0,CUST74482,14806.35,Personal
3428.04,ATM,6.0,New York,9:29,0,CUST96589,94323.89,Mortgage
4016.35,Online,29.0,San Francisco,12:58,0,CUST11272,53624.88,Business
4188.13,ATM,4.0,New York,18:28,0,CUST99694,7415.46,Mortgage
529.47,ATM,25.0,San Francisco,16:57,0,CUST18646,28357.82,Personal
3286.2,ATM,8.0,Chicago,8:57,0,CUST92370,53237.62,Business
2479.37,In-store,21.0,New York,7:12,0,CUST35291,12416.45,Business
2610.15,In-store,23.0,San Francisco,20:49,0,CUST18023,7075.19,Personal
1026.95,ATM,12.0,Chicago,12:43,0,CUST27249,41756.17,Mortgage
1102.45,Online,25.0,San Francisco,20:33,0,CUST95489,76353.92,Business
2492.48,ATM,8.0,Los Angeles,13:10,0,CUST49916,42176.43,Education
1417.72,In-store,29.0,Los Angeles,15:42,0,CUST93792,31899.62,Education
1337.48,Online,15.0,New York,22:19,0,CUST28711,93924.37,Mortgage
66.49,In-store,17.0,Chicago,15:33,0,CUST16705,14557.02,Mortgage
4972.42,ATM,22.0,Los Angeles,1:52,0,CUST28208,17065.09,Mortgage
118.72,Online,21.0,Chicago,2:2,0,CUST66397,78078.0,Business
1453.8,ATM,24.0,San Francisco,16:16,0,CUST89758,10028.75,Education
2780.39,In-store,7.0,Houston,18:30,0,CUST80930,45348.48,Education
2356.59,In-store,6.0,San Francisco,23:42,0,CUST62777,8685.7,Education
4775.51,Online,11.0,Chicago,13:23,0,CUST10478,94814.22,Education
396.55,ATM,20.0,New York,23:47,0,CUST20504,3035.44,Personal
1943.9,Online,29.0,San Francisco,21:8,0,CUST99079,21580.0,Personal
4716.21,ATM,26.0,Houston,18:49,0,CUST36185,66021.23,Education
1640.67,ATM,1.0,Houston,4:3,0,CUST51926,24202.41,Business
2535.04,In-store,10.0,Los Angeles,20:0,0,CUST19039,21682.07,Personal
4303.13,In-store,29.0,San Francisco,18:32,0,CUST60712,70697.46,Mortgage
1893.06,Online,14.0,New York,8:40,0,CUST60655,6853.63,Mortgage
4284.92,In-store,25.0,San Francisco,7:14,0,CUST19203,34485.89,Business
4180.57,Online,16.0,San Francisco,9:19,0,CUST78076,61666.61,Education
1135.93,In-store,28.0,New York,8:34,0,CUST25167,88840.63,Education
3953.34,Online,28.0,San Francisco,14:35,0,CUST29523,33407.43,Mortgage
3598.62,Online,5.0,San Francisco,14:45,0,CUST71746,70268.83,Personal
2832.02,Online,22.0,New York,15:45,1,CUST15499,36426.36,Mortgage
1857.05,In-store,13.0,Los Angeles,8:0,0,CUST42462,3109.47,Business
657.28,Online,18.0,New York,10:12,0,CUST93960,92098.77,Personal
2185.96,Online,18.0,Chicago,12:25,0,CUST98208,92590.62,Business
2599.62,Online,11.0,Los Angeles,4:44,0,CUST41477,4451.07,Business
2174.13,Online,30.0,Los Angeles,6:27,0,CUST42457,42337.58,Personal
198.14,In-store,28.0,Houston,11:17,0,CUST22070,73027.67,Business
2596.76,ATM,18.0,Chicago,13:11,0,CUST18901,44917.05,Business
1725.18,ATM,27.0,Chicago,8:33,0,CUST69444,73273.04,Business
3584.6,ATM,20.0,San Francisco,13:30,0,CUST22422,49336.54,Personal
4954.3,In-store,12.0,New York,22:55,0,CUST55948,10784.84,Education
2503.83,ATM,20.0,Houston,8:27,0,CUST15215,85776.22,Business
2711.19,Online,20.0,San Francisco,0:19,0,CUST40037,61429.4,Business
417.02,Online,22.0,Los Angeles,21:35,0,CUST27728,30250.37,Personal
1882.4,ATM,18.0,Los Angeles,0:6,0,CUST86195,56646.16,Personal
283.86,In-store,2.0,San Francisco,10:47,0,CUST92568,36847.1,Mortgage
4813.78,ATM,14.0,Los Angeles,0:39,0,CUST56336,43922.63,Business
382.98,Online,6.0,Los Angeles,0:46,0,CUST30620,45966.66,Business
3027.25,Online,2.0,Houston,11:55,0,CUST95139,52939.64,Education
740.91,Online,5.0,Los Angeles,13:50,0,CUST41141,55995.45,Personal
1676.72,In-store,1.0,New York,7:6,0,CUST60490,20955.07,Personal
1779.28,ATM,21.0,Los Angeles,22:41,0,CUST13482,43227.38,Business
718.54,Online,23.0,Los Angeles,1:40,0,CUST72074,77293.87,Personal
1650.84,ATM,24.0,Los Angeles,23:30,0,CUST90605,24432.67,Education
1248.43,ATM,21.0,Los Angeles,1:47,0,CUST31552,37965.56,Business
366.88,ATM,30.0,Los Angeles,10:13,0,CUST49754,32408.76,Education
652.29,In-store,7.0,Los Angeles,3:37,0,CUST57307,94080.15,Personal
2510.83,ATM,12.0,Los Angeles,20:9,0,CUST57276,17110.9,Personal
4183.14,ATM,14.0,New York,11:1,0,CUST62953,20311.34,Education
4305.05,Online,22.0,Houston,22:4,0,CUST13713,70539.32,Business
2966.98,In-store,22.0,Chicago,14:16,0,CUST26680,62776.24,Business
197.92,ATM,26.0,San Francisco,11:23,0,CUST64812,88653.61,Personal
190.6,Online,4.0,New York,13:46,0,CUST72630,21806.86,Business
2783.16,Online,18.0,Chicago,10:41,0,CUST76460,16885.17,Personal
1900.86,Online,20.0,San Francisco,14:23,0,CUST12419,38710.29,Mortgage
4424.56,Online,30.0,San Francisco,3:38,0,CUST83689,67689.31,Personal
1948.8,In-store,12.0,San Francisco,17:15,0,CUST58651,77066.97,Business
3534.38,Online,5.0,Chicago,0:17,0,CUST78472,74767.69,Education
21.48,In-store,24.0,Los Angeles,19:49,0,CUST18878,59962.77,Business
1902.43,ATM,26.0,Chicago,19:8,0,CUST67495,76373.03,Personal
231.04,In-store,19.0,San Francisco,13:48,0,CUST38455,18752.31,Business
2219.06,Online,3.0,Houston,21:27,0,CUST10544,35478.35,Mortgage
3229.84,Online,2.0,New York,20:25,0,CUST54485,22690.27,Personal
3651.71,Online,16.0,New York,3:38,0,CUST53955,19070.48,Mortgage
1284.86,Online,26.0,Los Angeles,11:26,0,CUST36303,19450.75,Mortgage
3153.22,In-store,8.0,Chicago,1:32,0,CUST20632,35964.35,Personal
2135.2,ATM,13.0,Houston,0:34,0,CUST42225,87429.23,Education
2900.85,In-store,13.0,San Francisco,5:31,0,CUST40728,5278.64,Education
1206.46,ATM,19.0,Chicago,10:20,0,CUST41966,97910.6,Mortgage
2490.68,ATM,2.0,New York,19:48,0,CUST81640,8946.98,Personal
605.44,In-store,3.0,San Francisco,18:22,0,CUST82652,30918.9,Business
318.28,Online,14.0,San Francisco,4:29,0,CUST45256,10799.1,Education
3250.74,ATM,1.0,New York,15:48,0,CUST21137,3600.4,Education
3975.56,ATM,30.0,San Francisco,12:7,0,CUST29849,93102.76,Education
4866.39,Online,8.0,New York,21:22,0,CUST41156,83979.41,Personal
1094.08,In-store,16.0,Houston,16:32,0,CUST45401,92166.98,Education
1325.43,ATM,17.0,Chicago,21:12,0,CUST88412,79121.34,Business
2461.98,In-store,30.0,Houston,11:53,0,CUST78163,91464.74,Business
615.8,ATM,23.0,Los Angeles,7:21,0,CUST38843,8796.77,Education
4267.7,ATM,6.0,San Francisco,10:8,0,CUST40000,35876.11,Business
3425.16,In-store,11.0,Houston,11:48,0,CUST18836,11798.59,Personal
1649.0,Online,30.0,Chicago,12:6,0,CUST32535,94437.31,Education
2870.68,In-store,1.0,Houston,6:39,0,CUST61203,96833.04,Business
2288.81,Online,11.0,Los Angeles,4:8,0,CUST74435,45937.27,Mortgage
1891.05,In-store,22.0,San Francisco,8:31,0,CUST93465,19140.44,Education
4301.68,Online,9.0,San Francisco,15:50,0,CUST70790,59794.27,Education
1942.26,ATM,22.0,San Francisco,13:28,0,CUST57988,94816.22,Education
1820.1,Online,14.0,Chicago,8:24,0,CUST22090,23979.62,Business
1827.88,ATM,3.0,New York,1:59,0,CUST55782,79242.97,Business
2674.15,In-store,7.0,Chicago,16:24,0,CUST52030,59328.55,Mortgage
1445.37,Online,16.0,Chicago,15:53,0,CUST64252,89675.44,Mortgage
930.64,In-store,27.0,San Francisco,20:6,0,CUST97444,95733.07,Personal
2745.98,In-store,26.0,New York,12:47,0,CUST68401,37532.74,Business
2714.16,ATM,16.0,New York,16:26,0,CUST37964,22021.19,Personal
2155.19,ATM,30.0,Chicago,2:5,0,CUST77668,16589.74,Personal
37.3,In-store,17.0,San Francisco,6:51,0,CUST57796,44380.03,Business
3218.44,ATM,11.0,Chicago,13:7,0,CUST77433,95232.18,Education
2255.78,ATM,8.0,Los Angeles,17:20,0,CUST85233,90065.89,Education
701.2,ATM,16.0,Los Angeles,15:56,0,CUST28699,2792.63,Business
1841.42,In-store,3.0,Los Angeles,11:51,0,CUST92839,80551.48,Business
1083.19,In-store,18.0,Houston,2:7,0,CUST20104,49540.68,Business
2284.79,In-store,9.0,New York,19:3,0,CUST67922,70721.09,Mortgage
377.03,Online,6.0,,18:1,0,CUST90704,11214.01,Business
1816.67,Online,16.0,Chicago,10:26,0,CUST61867,37261.87,Personal
1890.37,In-store,3.0,New York,21:27,0,CUST23804,45813.96,Business
3511.41,In-store,1.0,New York,15:32,0,CUST39352,51340.95,Education
